layer,neuron,mean_abs_activation,activation_std,family_mean_std,sharedness,family_sensitivity,invariance_score,prompt_sensitive_score
0,1765,1.9947760687934029,3.3600617615705075,3.3571127083085486,0.5936722645802711,1.682951323648007,0.22127582388377265,6.6966880907761
0,1392,4.844270833333334,1.3595604718618817,1.3560903692788502,3.5631127636319673,0.2799368854463576,2.783819111822368,6.569269023261763
0,983,2.5329969618055554,2.3010359923078805,2.2955539750334495,1.1008067103106522,0.9062597008160035,0.5774694339073712,5.814631244420394
0,1165,2.695431857638889,1.9567189316427651,1.9177026681384473,1.3775256305463899,0.711463712666281,0.8048815878195569,5.169036865179469
0,1302,2.5040581597222222,1.8665958556363211,1.856223789862057,1.3415098992377716,0.7412859167704208,0.770413340116988,4.6480923272745915
0,1702,5.375868055555555,0.8587019495414104,0.8507300694071186,6.2604513684581296,0.15824977517410943,5.405096122308378,4.57341260402629
0,550,2.7802381727430556,1.6331948217947918,1.6320296062744835,1.702329956788481,0.5870105069645073,1.0726645786640359,4.537431010411138
1,283,1.6828396267361112,2.1883409850864637,2.184110609268538,0.7690021204202324,1.2978713340814962,0.33465847674522536,3.675507882451847
0,1516,2.2599799262152778,1.6416852621459508,1.584958079048015,1.37662108669967,0.7013148034405301,0.8091513010500823,3.581973442541241
0,451,2.1201822916666666,1.146468004567963,1.1428440356133691,1.8493149690214603,0.5390307715871983,1.2016101322745267,2.4230376864443346
0,583,1.4192179361979167,1.6315373677853975,1.6282608350396448,0.8698648859384911,1.1472936229287856,0.4050982486279847,2.3108569818968614
0,1679,2.880251736111111,0.8796830404325132,0.7931409728575368,3.274188917528822,0.27537200569712084,2.567242265709873,2.2844456640537762
0,141,2.798697916666667,0.8060554631126291,0.7946534682848353,3.4720866896338114,0.28393674773394023,2.704250576020824,2.2239950061607097
10,288,2.1303602430555557,1.0741790578648267,1.0376324411494076,1.9832431513298838,0.4870687750877132,1.3336593334177864,2.2105308995293815
1,92,2.671484375,0.8182829866894085,0.8136470118457915,3.2647398928191422,0.3045672716234845,2.5025462188364553,2.1736452789114717
0,332,2.8622395833333334,0.7192743690324633,0.7136219784064378,3.979337687016154,0.24932284957519596,3.1851956348747144,2.0425570741315515
0,1454,1.4061699761284723,1.449597942187627,1.4465597883354138,0.9700407024348301,1.028722547181383,0.4781534585804065,2.0341089430320167
0,93,1.4563530815972223,1.36299346310908,1.361564242339381,1.0684952294488308,0.9349129168135522,0.5522187692087183,1.9829182801235448
0,216,2.427994791666667,0.8128330793476158,0.7847548444450607,2.9870730735298228,0.32321095742360234,2.2574428187519646,1.9053806750477928
0,1216,2.263064236111111,0.8219101631533272,0.7958002822933661,2.753417081511201,0.3516470800730793,2.0370828466276363,1.800947157945243
15,783,1.5874074300130208,1.1664480301118252,1.1338321839893712,1.3608888078554442,0.7142661980068173,0.7938608422879444,1.7998536332526183
0,1734,3.159548611111111,0.6589261918983026,0.5652207487697988,4.794988960781495,0.1788928228194616,4.067366318605378,1.7858424317468
0,1601,1.8157335069444445,0.9530368189580714,0.937539124728147,1.9052061427420932,0.5163415252298407,1.2564492306265305,1.7023212028402634
15,338,1.3445661889182197,1.2973963840649594,1.2600503486375876,1.0363564821639093,0.9371419732853733,0.5349925284032018,1.6942210951127152
0,149,2.4784288194444444,0.676722842680609,0.6713607480421706,3.6623932291597705,0.2708814842264367,2.8817740085252757,1.663919826191496
0,1186,1.5775200737847221,1.0510396033808236,1.0474389288059096,1.5009125895901658,0.6639777726030235,0.9020027877188717,1.6523559362548887
7,991,1.7738932291666667,1.0007534388855988,0.9267220513970296,1.7725559440355871,0.5224223835670189,1.1642997128579444,1.6439059722926344
0,427,1.508960853682624,1.0765931334445284,1.0735804922660743,1.4016060526493417,0.7114696038511507,0.8189488434357505,1.6199909361068272
0,53,1.6808919270833333,0.9643023475062368,0.9592522671699854,1.7431153085076911,0.5706801734447591,1.109783734447194,1.612399391922413
0,1686,1.2897216796875,1.2368517859802313,1.2221827917138572,1.0427446938767002,0.9476322398315834,0.5353909596232956,1.5762756430143539
0,174,1.5442979600694444,1.04854572020677,1.0160749891322811,1.472798426916937,0.6579522588596382,0.8883237855895486,1.5691225329945646
1,224,1.0541463216145834,1.4805503708587542,1.4720123900540871,0.7119957756029459,1.3964010151820918,0.29711044649546875,1.5517164463466073
0,859,1.3707639906141493,1.0411976944132184,1.0320007751407045,1.3165248842217019,0.752864847152489,0.7510703899164748,1.4146295008487675
0,1808,2.696918402777778,0.5397003932745906,0.5178813678986762,4.997056587929972,0.1920270095447672,4.192066578959766,1.3966837915416688
11,558,0.9332356770833333,1.4868500221765995,1.4860435417992157,0.6276591690519006,1.5923544137201966,0.24211935132402246,1.3868288509063058
1,1556,1.1746561686197916,1.1785133811833934,1.177648722629744,0.9967262066333653,1.0025467464804796,0.49772930813482064,1.383332336504247
6,725,0.9089307996961805,1.5348073139232432,1.4986713787992378,0.5922112823149828,1.6488270949483599,0.22357491111609462,1.3621885748137688
0,1589,2.4344184027777778,0.6067896921370867,0.5530608644544142,4.011957392101512,0.22718388779819443,3.2692389722454234,1.3463815462840119
0,108,0.8977649264865452,1.4838409226538871,1.4688556892477436,0.6050273366591982,1.6361232320279615,0.22951405659201768,1.3186871198768442
1,858,2.0201822916666665,0.6538506459292323,0.6456361516561788,3.089664611604136,0.31959285789534675,2.341377185484258,1.3043027204356268
8,329,1.3607023451063367,0.9958101346863704,0.9527883808084164,1.3664261200843957,0.7002175633910547,0.8036772172609971,1.2964613841560817
17,1465,1.3651524861653646,0.9408124133060546,0.9144535631945587,1.4510342506365488,0.6698540292075178,0.8689587384624171,1.248368555277828
0,392,1.0509884304470487,1.2068175793638158,1.18560131857666,0.8708752487064674,1.1280811055086948,0.4092302903550727,1.2460532689468353
1,74,2.7114583333333333,0.48831048523589926,0.45783083512561806,5.552722832278766,0.1688503417688303,4.750584941332855,1.2413892331583165
17,225,1.3935076395670574,0.9076112970342012,0.8801298705878887,1.5353556183853097,0.6315926902766331,0.9410164850180797,1.2264676984753884
11,1575,1.860720486111111,0.6858431891451663,0.6463288959749204,2.7130367444394423,0.3473539166389384,2.013603635195783,1.2026374175061116
4,1784,1.1304728190104167,1.2704424563869758,1.0488207118366573,0.8898253702887159,0.9277708994223005,0.46158253066034555,1.185663306746498
0,670,1.74609375,0.7218564925176822,0.6746047213952491,2.4188898336567846,0.3863505811441499,1.7447894252408247,1.1779230877487357
0,273,1.488161892361111,0.8017359697648255,0.7614330055797305,1.8561722216672076,0.5116597178227211,1.2279034757509422,1.1331355824897402
0,1707,2.578342013888889,0.46331223148845585,0.43887970991233827,5.565008375879143,0.1702177357893046,4.7555324156197125,1.1315819951103496
1,545,1.4296006944444444,0.8168417534593578,0.7869818907056931,1.7501541005169416,0.5504903175226867,1.1287746080951153,1.1250698574680607
0,92,0.993967776828342,1.1662825595498911,1.1078218904793633,0.8522522406231537,1.1145439537993491,0.4030430481673613,1.1011392616015439
0,1453,2.8309895833333334,0.4150570308610462,0.38162442203827246,6.820707883811787,0.1348024342733528,6.010480483485467,1.080374763535953
0,1907,0.9300021701388889,1.1638865862095003,1.159424613385386,0.7990481049528851,1.2466888830198664,0.35565587696274703,1.0782674065608513
4,60,1.6020399305555555,0.6969834079546976,0.6706959824482888,2.2985305155631033,0.41865096556284925,1.6202227125339193,1.0744817451453466
0,735,0.9456934611002604,1.1615806056053746,1.1234592060035695,0.8141429379878989,1.1879727038862955,0.37209922068123225,1.0624480249304662
0,1267,0.8578909132215712,1.2354470629215009,1.234767008797205,0.6943965828825625,1.4393037045429016,0.2846699988973635,1.059295396792902
0,644,1.4069986979166667,0.7477011246934699,0.7367036643342244,1.8817636749306867,0.5235990209699801,1.2350780284255405,1.0365410964686907
3,898,1.0594021267361111,0.9727062633917807,0.9722909634675119,1.0891273938286734,0.917772412531025,0.5679127443445033,1.0300471145037846
1,1312,1.0597208658854167,0.9703787811773409,0.9664905711558683,1.09206816386846,0.9120228639883241,0.5711585276707908,1.0242102249353877
0,1109,1.0030734592013888,1.2819776590056127,1.020961504950327,0.7824416203460351,1.017832221312044,0.3877634681823409,1.0240993884819802
0,1041,1.47734375,0.7469108651357734,0.6930427966305661,1.9779358435167564,0.4691137912329307,1.3463462499094812,1.023862444084688
0,1628,0.9527425130208333,1.0982776713845674,1.0726991742148224,0.867487039350167,1.125905513450991,0.40805531283559815,1.0220061069568027
4,723,1.2868289523654515,1.0270306007303205,0.7909470510572109,1.252959452708553,0.614647684881201,0.775995571319164,1.0178135650884939
