model_name,model_variant,relation,fact_id,relation_control_fact_id,best_family,worst_family,layer_strategy,early_layer,late_layer,baseline_best_answer_f1,projected_best_answer_f1,project_best_answer_f1_delta,baseline_best_selectivity,projected_best_selectivity,project_best_selectivity_delta,baseline_best_alignment,projected_best_alignment,project_best_alignment_delta,projected_best_control_answer_f1,project_best_control_answer_f1_delta,projected_best_control_selectivity,project_best_control_selectivity_delta,projected_best_control_alignment,project_best_control_alignment_delta,projected_best_random_answer_f1,project_best_random_answer_f1_delta,projected_best_random_selectivity,project_best_random_selectivity_delta,projected_best_random_alignment,project_best_random_alignment_delta,baseline_worst_answer_f1,patched_worst_answer_f1,patch_worst_answer_f1_delta,baseline_worst_selectivity,patched_worst_selectivity,patch_worst_selectivity_delta,baseline_worst_alignment,patched_worst_alignment,patch_worst_alignment_delta,patched_worst_control_answer_f1,patch_worst_control_answer_f1_delta,patched_worst_control_selectivity,patch_worst_control_selectivity_delta,patched_worst_control_alignment,patch_worst_control_alignment_delta,patched_worst_random_answer_f1,patch_worst_random_answer_f1_delta,patched_worst_random_selectivity,patch_worst_random_selectivity_delta,patched_worst_random_alignment,patch_worst_random_alignment_delta
smollm2_360m_base,base,official_language,official_language:15,official_language:16,qa,chat_template,plus_one,1,26,0.25,0.25,0.0,0.25,0.25,0.0,0.04155486822128296,0.033887267112731934,-0.007667601108551025,0.25,0.0,0.25,0.0,0.035733819007873535,-0.005821049213409424,0.25,0.0,0.25,0.0,0.04087191820144653,-0.0006829500198364258,0.5,0.5,0.0,0.5,0.5,0.0,0.02497166395187378,0.025210857391357422,0.00023919343948364258,0.5,0.0,0.5,0.0,0.02509784698486328,0.00012618303298950195,0.33333333333333337,-0.16666666666666663,0.33333333333333337,-0.16666666666666663,0.016510188579559326,-0.008461475372314453
smollm2_360m_base,base,official_language,official_language:16,official_language:17,qa,chat_template,plus_one,1,26,0.25,0.25,0.0,0.25,0.25,0.0,0.049774348735809326,0.04145759344100952,-0.008316755294799805,0.25,0.0,0.25,0.0,0.041351139545440674,-0.008423209190368652,0.25,0.0,0.25,0.0,0.049629390239715576,-0.00014495849609375,0.0,0.0,0.0,0.0,0.0,0.0,0.022784709930419922,0.019061803817749023,-0.0037229061126708984,0.0,0.0,0.0,0.0,0.02109074592590332,-0.0016939640045166016,0.0,0.0,0.0,0.0,0.0209578275680542,-0.0018268823623657227
smollm2_360m_base,base,official_language,official_language:17,official_language:2,qa,chat_template,plus_one,1,26,0.25,0.25,0.0,0.25,0.25,0.0,0.027843236923217773,0.0253981351852417,-0.0024451017379760742,0.25,0.0,0.25,0.0,0.0267486572265625,-0.0010945796966552734,0.25,0.0,0.25,0.0,0.027822911739349365,-2.0325183868408203e-05,0.25,0.25,0.0,0.25,0.25,0.0,0.016217470169067383,0.015374481678009033,-0.0008429884910583496,0.25,0.0,0.25,0.0,0.015084147453308105,-0.0011333227157592773,0.25,0.0,0.25,0.0,0.015085875988006592,-0.001131594181060791
smollm2_360m_base,base,currency,currency:14,currency:15,qa,chat_template,plus_one,1,26,0.5714285714285715,0.0,-0.5714285714285715,0.28571428571428575,0.0,-0.28571428571428575,0.020970284938812256,0.022916018962860107,0.0019457340240478516,0.5714285714285715,0.0,0.28571428571428575,0.0,0.02178126573562622,0.0008109807968139648,0.5,-0.07142857142857151,0.25,-0.035714285714285754,0.02121025323867798,0.00023996829986572266,1.0,1.0,0.0,0.5,0.5,0.0,0.009073495864868164,0.008086085319519043,-0.000987410545349121,0.4444444444444445,-0.5555555555555556,0.22222222222222224,-0.2777777777777778,0.002545475959777832,-0.006528019905090332,1.0,0.0,0.5,0.0,0.005456149578094482,-0.0036173462867736816
smollm2_360m_base,base,currency,currency:15,currency:16,qa,chat_template,plus_one,1,26,0.5714285714285715,0.8,0.22857142857142854,0.5714285714285715,0.8,0.22857142857142854,0.0349467396736145,0.03250235319137573,-0.0024443864822387695,0.8,0.22857142857142854,0.8,0.22857142857142854,0.03325527906417847,-0.0016914606094360352,0.8,0.22857142857142854,0.8,0.22857142857142854,0.03585219383239746,0.000905454158782959,0.6666666666666666,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666,0.0,0.008967161178588867,0.009851038455963135,0.0008838772773742676,0.6666666666666666,0.0,0.6666666666666666,0.0,0.010028243064880371,0.001061081886291504,0.6666666666666666,0.0,0.6666666666666666,0.0,0.010091006755828857,0.0011238455772399902
smollm2_360m_base,base,currency,currency:16,currency:17,qa,chat_template,plus_one,1,26,0.5,0.5,0.0,0.0,0.0,0.0,0.03373086452484131,0.03423619270324707,0.0005053281784057617,0.6666666666666666,0.16666666666666663,0.0,0.0,0.03288078308105469,-0.0008500814437866211,0.5,0.0,0.0,0.0,0.033154070377349854,-0.0005767941474914551,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,0.0,0.017362534999847412,0.01638638973236084,-0.0009761452674865723,0.6666666666666666,0.0,0.0,0.0,0.017025291919708252,-0.00033724308013916016,0.6666666666666666,0.0,0.0,0.0,0.018396735191345215,0.0010342001914978027
smollm2_360m_base,base,currency,currency:17,currency:2,qa,chat_template,plus_one,1,26,0.4444444444444445,0.4444444444444445,0.0,0.22222222222222224,0.22222222222222224,0.0,0.020962953567504883,0.020274341106414795,-0.0006886124610900879,0.4444444444444445,0.0,0.22222222222222224,0.0,0.02118062973022461,0.00021767616271972656,0.4444444444444445,0.0,0.22222222222222224,0.0,0.020967543125152588,4.589557647705078e-06,0.5714285714285715,0.5,-0.07142857142857151,0.28571428571428575,0.25,-0.035714285714285754,0.010428130626678467,0.009783506393432617,-0.0006446242332458496,0.6666666666666666,0.09523809523809512,0.3333333333333333,0.04761904761904756,0.009783804416656494,-0.0006443262100219727,0.5,-0.07142857142857151,0.25,-0.035714285714285754,0.011070728302001953,0.0006425976753234863
smollm2_360m_base,base,headquarters,headquarters:14,headquarters:15,qa,chat_template,plus_one,1,26,0.6666666666666666,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666,0.0,0.01657700538635254,0.009529471397399902,-0.007047533988952637,0.6666666666666666,0.0,0.6666666666666666,0.0,0.015999436378479004,-0.0005775690078735352,0.6666666666666666,0.0,0.6666666666666666,0.0,0.01614701747894287,-0.00042998790740966797,0.2857142857142857,0.2857142857142857,0.0,0.2857142857142857,0.2857142857142857,0.0,0.008840620517730713,0.008211791515350342,-0.0006288290023803711,0.0,-0.2857142857142857,0.0,-0.2857142857142857,0.009862005710601807,0.0010213851928710938,0.2857142857142857,0.0,0.2857142857142857,0.0,0.0089530348777771,0.00011241436004638672
smollm2_360m_base,base,headquarters,headquarters:15,headquarters:16,qa,chat_template,plus_one,1,26,0.0,0.0,0.0,0.0,0.0,0.0,0.021874308586120605,-0.006122589111328125,-0.02799689769744873,0.0,0.0,0.0,0.0,0.019179582595825195,-0.00269472599029541,0.0,0.0,0.0,0.0,0.022011101245880127,0.00013679265975952148,0.0,0.0,0.0,0.0,0.0,0.0,0.009305059909820557,0.004028201103210449,-0.005276858806610107,0.0,0.0,-0.1818181818181818,-0.1818181818181818,-0.01718956232070923,-0.026494622230529785,0.0,0.0,-0.1818181818181818,-0.1818181818181818,-0.005576133728027344,-0.0148811936378479
smollm2_360m_base,base,headquarters,headquarters:16,headquarters:17,qa,chat_template,plus_one,1,26,0.0,0.0,0.0,-1.0,-1.0,0.0,0.013237357139587402,-0.0071977972984313965,-0.0204351544380188,0.0,0.0,-1.0,0.0,-0.0036743879318237305,-0.016911745071411133,0.0,0.0,-1.0,0.0,0.013175666332244873,-6.16908073425293e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.002059638500213623,0.0006859898567199707,-0.0013736486434936523,0.0,0.0,0.0,0.0,0.0009559988975524902,-0.0011036396026611328,0.0,0.0,0.0,0.0,0.0032269954681396484,0.0011673569679260254
smollm2_360m_base,base,headquarters,headquarters:17,headquarters:2,qa,chat_template,plus_one,1,26,0.8,0.2,-0.6000000000000001,0.8,0.2,-0.6000000000000001,0.032441139221191406,0.031204700469970703,-0.0012364387512207031,0.2,-0.6000000000000001,0.2,-0.6000000000000001,0.031172335147857666,-0.0012688040733337402,0.4,-0.4,0.4,-0.4,0.03193932771682739,-0.0005018115043640137,0.0,0.0,0.0,-0.25,-0.25,0.0,0.025699079036712646,0.025950729846954346,0.0002516508102416992,0.0,0.0,-0.2857142857142857,-0.0357142857142857,0.02515888214111328,-0.0005401968955993652,0.0,0.0,-0.25,0.0,0.027483999729156494,0.0017849206924438477
smollm2_360m_base,base,birth_place,birth_place:14,birth_place:15,qa,chat_template,plus_one,1,26,0.0,0.0,0.0,0.0,0.0,0.0,0.02523064613342285,0.0034485459327697754,-0.021782100200653076,0.0,0.0,0.0,0.0,0.026182055473327637,0.0009514093399047852,0.0,0.0,0.0,0.0,0.025281786918640137,5.1140785217285156e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.012108206748962402,0.011209070682525635,-0.0008991360664367676,0.0,0.0,0.0,0.0,0.0066089630126953125,-0.00549924373626709,0.0,0.0,0.0,0.0,0.011715054512023926,-0.00039315223693847656
