position,layer,within_fact_similarity,same_relation_similarity,global_other_similarity,invariance_gap,family_centroid_separation
subject,0,0.6960776777731048,0.456081580326139,0.3395932186094168,0.23999609744696582,0.36666658023993176
subject,1,0.8249560963776377,0.5899394127582623,0.49056836429938105,0.23501668361937533,0.1834531823794047
subject,2,0.7692355304956436,0.5258583315034312,0.4065563238454211,0.24337719899221244,0.2570646603902181
subject,3,0.7810221908821,0.5925115118508764,0.4762520571232825,0.18851067903122365,0.20609904328982034
subject,4,0.7860023030804263,0.6395816990259019,0.5271949519151046,0.1464206040545244,0.1665618121623993
subject,5,0.7650142781436443,0.6061391129976872,0.47037405387446696,0.15887516514595712,0.21237924695014954
subject,6,0.7705985762178897,0.6175396994010292,0.47695405001933167,0.1530588768168606,0.21094190080960593
subject,7,0.7903113861878713,0.6528724459084597,0.5077974176390044,0.13743894027941161,0.18613223234812418
subject,8,0.8104775526457363,0.6774141591663162,0.5415717521294331,0.1330633934794201,0.16078993678092957
subject,9,0.8227997304664718,0.7116925822627364,0.5900342848061377,0.11110714820373546,0.13568844397862753
subject,10,0.8304727799362607,0.7201131395769842,0.5924562616157345,0.11035964035927648,0.13379482428232828
subject,11,0.8088232030471166,0.7057802911396279,0.5663744648879704,0.10304291190748871,0.15582779049873352
subject,12,0.8208215089307891,0.7288724913741603,0.5998889744010133,0.09194901755662876,0.1399739384651184
subject,13,0.8267375999026828,0.743250228323494,0.6201231695090731,0.08348737157918884,0.1313522756099701
subject,14,0.792903969105747,0.7249656044398294,0.6000287157535139,0.06793836466591763,0.15872358282407126
subject,15,0.7685214859743913,0.7008648904040455,0.5616227214444532,0.06765659557034576,0.18361475070317587
subject,16,0.7632219180464744,0.7045657419119821,0.5831902853478419,0.058656176134492366,0.1727735698223114
subject,17,0.7560489477382766,0.709664656362976,0.5992814416188695,0.046384291375300535,0.1777357260386149
subject,18,0.7419599002434147,0.7139455555119749,0.6099939661598506,0.028014344731439822,0.18766778707504272
subject,19,0.7036653410229418,0.693394540349078,0.5901502670830168,0.010270800673863767,0.20946425199508667
subject,20,0.7166765083041456,0.7123041972969517,0.61206907482572,0.00437231100719393,0.1905815303325653
subject,21,0.768641420867708,0.7572619998150251,0.6848263353393931,0.01137942105268297,0.14852831761042276
subject,22,0.7663719377583927,0.7568970264979835,0.6823734045429672,0.009474911260409224,0.1552990972995758
subject,23,0.5365641550160944,0.5568008475866395,0.44915040250481675,-0.020236692570545056,0.37713805834452313
preanswer,0,0.37342064519309337,0.5291825686369769,0.5027744291123882,-0.1557619234438835,0.5914507756630579
preanswer,1,0.5921749345958233,0.693119392600475,0.671173824602738,-0.10094445800465168,0.36467214425404865
preanswer,2,0.42774397018882965,0.56928472538394,0.5396079145313706,-0.1415407551951104,0.5310225933790207
preanswer,3,0.45524025277958974,0.58959850279445,0.5601023075895177,-0.1343582500148603,0.5005882730086645
preanswer,4,0.46512074106269413,0.5941699490289797,0.5622044315639262,-0.12904920796628555,0.4897686243057251
preanswer,5,0.4754410998274883,0.602722047726539,0.5698378760645735,-0.12728094789905076,0.4788718968629837
preanswer,6,0.5112393873847193,0.6300058502421686,0.5972564493377124,-0.1187664628574493,0.4443385700384776
preanswer,7,0.5467824295990997,0.6572385928367801,0.6247136250461659,-0.11045616323768037,0.40669336418310803
preanswer,8,0.5581061536239253,0.6640049905149322,0.6318463568989602,-0.10589883689100688,0.39736945927143097
preanswer,9,0.5925989936623308,0.6903771533376791,0.6604455446371705,-0.09777815967534831,0.3632711370786031
preanswer,10,0.5795410433577166,0.6800403128011209,0.6454471440364917,-0.10049926944340426,0.37850909928480786
preanswer,11,0.5759248374236955,0.6786423904877721,0.6444822661889096,-0.1027175530640766,0.38146956264972687
preanswer,12,0.5917206911577119,0.6901535835117102,0.6570141779711574,-0.09843289235399832,0.3710630039374034
preanswer,13,0.6033465155296855,0.6992057918881377,0.6673664295709588,-0.09585927635845215,0.35944698254267377
preanswer,14,0.6607741058700615,0.7375627533730232,0.6678235629651075,-0.07678864750296177,0.3026802639166514
preanswer,15,0.6534974277019501,0.7317983409502741,0.6382395237347939,-0.078300913248324,0.3167175054550171
preanswer,16,0.7014265692068471,0.7685392201680578,0.6725741864026834,-0.06711265096121066,0.2605772813161214
preanswer,17,0.7503905364208752,0.79671910741564,0.7177826438228496,-0.04632857099476484,0.20513912041982016
preanswer,18,0.7729008512364494,0.8146827603379886,0.71609583379856,-0.04178190910153923,0.1791056195894877
preanswer,19,0.7447234349118339,0.7920405245527173,0.6740450854089836,-0.047317089640883436,0.19907868901888529
preanswer,20,0.745846436255508,0.7568825829604809,0.5940042941223106,-0.011036146704972993,0.20310941338539124
preanswer,21,0.7821514065066973,0.7000615958350175,0.5750947978722656,0.08208981067167986,0.1546667218208313
preanswer,22,0.7800918493005965,0.7087476800336983,0.6082415068748459,0.07134416926689824,0.1520358125368754
preanswer,23,0.4734445535752457,0.46737599362129734,0.3509576761312872,0.006068559953948338,0.5907157769737145
