position,layer,within_fact_similarity,same_relation_similarity,global_other_similarity,invariance_gap,family_centroid_separation
subject,0,0.9989220003286997,0.8869196869846847,0.9140186749088267,0.112002313344015,0.0006710986296335856
subject,1,0.9998923821581734,0.9960913295961089,0.9968890925714126,0.003801052562064533,7.468461990356445e-05
subject,2,0.9998020240002208,0.9929601777758863,0.9942780886000643,0.00684184622433448,0.00013346473375956217
subject,3,0.9998934658037292,0.9396337020314403,0.9545829844040176,0.06025976377228892,5.547205607096354e-05
subject,4,0.9992997869849205,0.9321328674753507,0.9476716759769866,0.06716691950956977,0.0005506575107574463
subject,5,0.9998118289642863,0.9789195942382017,0.9837457962955037,0.02089223472608459,0.00010400017102559407
subject,6,0.999585882657104,0.9790265440113015,0.9838276762360086,0.020559338645802505,0.0002844234307607015
subject,7,0.9994125871194733,0.9889286015596654,0.9911722394172102,0.010483985559807896,0.0004254579544067383
subject,8,0.9991407353017066,0.9909113057785564,0.9922915633457402,0.0082294295231502,0.0006395578384399414
subject,9,0.9989409256312582,0.9925787548224131,0.9933474775558958,0.006362170808845158,0.0008497337500254313
subject,10,0.9985049424899949,0.9937693068964614,0.9937371348496526,0.004735635593533516,0.00118751327196757
subject,11,0.9900465789768431,0.9690732908331685,0.972008147276938,0.020973288143674607,0.00908954938252767
subject,12,0.9905790471368365,0.9299611010485225,0.9424784732206414,0.060617946088314056,0.008322338263193766
subject,13,0.9927157883842787,0.9632522161636088,0.9687345522300651,0.029463572220669865,0.006249606609344482
subject,14,0.9874801850981183,0.9599051721807983,0.9643224983786544,0.027575012917320008,0.011049449443817139
subject,15,0.9860973440938525,0.9406902918385135,0.946762578173851,0.04540705225533903,0.011639813582102457
subject,16,0.9877549997634358,0.95776392146945,0.9611248622337977,0.02999107829398584,0.010429292917251587
subject,17,0.9143775544232793,0.7566521314697133,0.7584309748296315,0.15772542295356595,0.08643963932991028
preanswer,0,0.872668717470434,0.90445016283128,0.9041790748791149,-0.03178144536084604,0.1269170343875885
preanswer,1,0.9853618815541267,0.988976825442579,0.9889354090361545,-0.0036149438884522933,0.014565845330556234
preanswer,2,0.9781795276535882,0.983580504440599,0.9835191211507966,-0.005400976787010792,0.021658142407735188
preanswer,3,0.9381130387385687,0.9535281749235259,0.9534103784244508,-0.015415136184957268,0.061460802952448525
preanswer,4,0.941307912270228,0.9558299024485879,0.9556536629485587,-0.014521990178359867,0.0580193301041921
preanswer,5,0.9604936333166229,0.970287188473675,0.9699010769836605,-0.009793555157052158,0.038956403732299805
preanswer,6,0.9706447761919763,0.9776454762452178,0.9774617116587857,-0.007000700053241493,0.02836953600247701
preanswer,7,0.9837572889195548,0.987614077826341,0.9870222452251861,-0.0038567889067862016,0.015580177307128906
preanswer,8,0.9810239399472872,0.9856011058307357,0.9850634465304514,-0.004577165883448475,0.01814196507136027
preanswer,9,0.9761000333560838,0.9818383784343799,0.9809181356492142,-0.005738345078296181,0.02255566914876302
preanswer,10,0.9833205218116442,0.9870046319233047,0.9847001125259945,-0.003684110111660477,0.01480377713839213
preanswer,11,0.952252028716935,0.962368704792526,0.9540669624693692,-0.010116676075590969,0.040721883376439415
preanswer,12,0.9533754272593392,0.8307965050141016,0.8421092196367681,0.12257892224523759,0.038482467333475746
preanswer,13,0.961371622979641,0.9246619341688024,0.9178493794364234,0.03670968881083858,0.029079894224802654
preanswer,14,0.9661250180668302,0.9413556582811806,0.9333139619945238,0.024769359785649536,0.026056845982869465
preanswer,15,0.9583196060525047,0.9095991663634777,0.8982064986291031,0.04872043968902695,0.03096685806910197
preanswer,16,0.9699322250154283,0.9422826518615087,0.9355967168230563,0.027649573153919582,0.021097302436828613
preanswer,17,0.7962145755688349,0.7175319104765853,0.6684264102562641,0.07868266509224964,0.1823373238245646
