position,layer,within_fact_similarity,same_relation_similarity,global_other_similarity,invariance_gap,family_centroid_separation
subject,0,0.7389513663947582,0.33216699063856747,0.28325742660944114,0.40678437575619075,0.3105929394563039
subject,1,0.8488296652833621,0.4792879971675575,0.44050072887912395,0.36954166811580463,0.15003899733225504
subject,2,0.7988331377506256,0.3884911383346965,0.33231125658111293,0.4103419994159291,0.2243290146191915
subject,3,0.8088650643825531,0.47662957149247326,0.418473459786037,0.33223549289007986,0.1679776112238566
subject,4,0.8146227923532326,0.5656914241611958,0.501578632980818,0.24893136819203687,0.11186757683753967
subject,5,0.7961851360897223,0.5166499835128585,0.43273925404646435,0.2795351525768638,0.15903311967849731
subject,6,0.8006864835818609,0.5298999907138447,0.44253851965186186,0.27078649286801615,0.1624587873617808
subject,7,0.8176044546067714,0.5688483741755287,0.4828309075557627,0.24875608043124275,0.14251766602198282
subject,8,0.8332791636387508,0.6085783764099081,0.5215539447264745,0.22470078722884268,0.12314472595850627
subject,9,0.8447229772806167,0.6498946371177833,0.5730518524418585,0.19482834016283346,0.10184298952420552
subject,10,0.8483238602677982,0.6577283643186093,0.5756319763022475,0.1905954959491889,0.10273553927739461
subject,11,0.8306423445542653,0.6314373669524987,0.5472142324433662,0.1992049776017666,0.12057559688886006
subject,12,0.8396025364597638,0.6639039345085621,0.5859483416192234,0.17569860195120168,0.1070659061272939
subject,13,0.8435447032252947,0.6824177976076802,0.6081665704026818,0.16112690561761456,0.10002599159876506
subject,14,0.8117285400629044,0.6666293599332372,0.589629510010127,0.14509918012966716,0.12246423959732056
subject,15,0.7874863170087337,0.6327876087899009,0.5473870029032696,0.1546987082188328,0.14531715710957846
subject,16,0.7852180443704129,0.6438690817604462,0.5714212871040217,0.14134896260996666,0.12913601597150168
subject,17,0.7772388324141503,0.6554830334459741,0.5878064571297728,0.12175579896817612,0.13573341568311056
subject,18,0.7655765821536382,0.6715443984294931,0.603583870921284,0.09403218372414512,0.14485196272532144
subject,19,0.7301120479901632,0.6582159394708772,0.5874885324505158,0.07189610851928596,0.16028549273808798
subject,20,0.7389942554136117,0.6835604214419921,0.6078676796401851,0.055433833971619606,0.15005534887313843
subject,21,0.7865378009776275,0.7410565006236235,0.6864666627836413,0.045481300354003995,0.1174001395702362
subject,22,0.785612228512764,0.7413860077659289,0.6814094985369593,0.04422622074683513,0.12620309988657633
subject,23,0.5902394637465477,0.5418617870192974,0.47019369340559936,0.04837767672725024,0.2807418902715047
preanswer,0,0.37280644110093514,0.5287607135716825,0.5026147111464525,-0.1559542724707474,0.5925209273894628
preanswer,1,0.593785593410333,0.6944518420224388,0.6727498208987527,-0.10066624861210582,0.36367244521776837
preanswer,2,0.42961326365669567,0.5708972348210712,0.5411082689242903,-0.14128397116437558,0.5291776955127716
preanswer,3,0.4556895018865665,0.5903887350422641,0.5607056772103534,-0.1346992331556976,0.5004171927769979
preanswer,4,0.4661501981317997,0.5941459711330632,0.5626177605823613,-0.12799577300126352,0.48855988184611004
preanswer,5,0.47643357949952286,0.6027877523563803,0.5701382786035538,-0.1263541728568574,0.47800757984320325
preanswer,6,0.5118332661688327,0.6299842169508338,0.5976777585980017,-0.11815095078200111,0.4437017987171809
preanswer,7,0.5472512654960155,0.657333469328781,0.6251074542931747,-0.11008220383276546,0.40619764228661853
preanswer,8,0.5582706895967324,0.6644559430579344,0.631734253175091,-0.106185253461202,0.3965813219547272
preanswer,9,0.5916080792744954,0.6899347327028712,0.659456803870853,-0.09832665342837577,0.36374493439992267
preanswer,10,0.5768213286995888,0.6781548461566369,0.6430748885963112,-0.1013335174570481,0.380580668648084
preanswer,11,0.5728319699565569,0.6759202872092526,0.6422381102456711,-0.10308831725269563,0.3841092238823573
preanswer,12,0.5868625722825527,0.6860305612906814,0.6532424429315142,-0.09916798900812873,0.37526050209999084
preanswer,13,0.5974932889143626,0.6941608081882199,0.6626322059426457,-0.0966675192738573,0.36405448118845624
preanswer,14,0.6539074649413427,0.732314954449733,0.6627368516172283,-0.07840748950839038,0.3072865506013234
preanswer,15,0.6470192737877369,0.7268392510091265,0.6324803404277191,-0.07981997722138956,0.31988486647605896
preanswer,16,0.6936686900754769,0.7624680433422327,0.66547582577914,-0.06879935326675579,0.26439428329467773
preanswer,17,0.7431277131040891,0.789830535153548,0.7114682200015523,-0.04670282204945886,0.20895390709241232
preanswer,18,0.7685461968183518,0.8105798146377007,0.7127775637432933,-0.04203361781934889,0.18034360806147257
preanswer,19,0.7406526803970337,0.7884196439137061,0.6700266853324137,-0.04776696351667242,0.19990320007006326
preanswer,20,0.7474255601565043,0.762030138572057,0.5995665403199382,-0.014604578415552738,0.19873565435409546
preanswer,21,0.7850375816226005,0.7037299650410811,0.5819771686510649,0.08130761658151942,0.15178066492080688
preanswer,22,0.7841031178832054,0.7201241385191679,0.6191536535392516,0.06397897936403751,0.14745343724886575
preanswer,23,0.47153956635350674,0.46798104087120007,0.35010633223405135,0.0035585254823066736,0.5839754627862325
