layer,neuron,mean_abs_activation,activation_std,family_mean_std,sharedness,family_sensitivity,invariance_score,prompt_sensitive_score
8,4766,0.2775146484375,0.001404816638751543,0.0008100908214373677,197.40458377555638,0.0029190815941314762,196.83002088442012,0.0002248120695136367
9,2519,0.27662353515625,0.001860881739885222,0.0008011198490981336,148.572022180798,0.0028960549310842044,148.142991938489,0.00022160860474136724
9,1736,0.27611083984375,0.002067245514878085,0.0009669787303317019,133.50003075433992,0.0035021270036044425,133.03412834107567,0.00026699330934292924
0,308,0.2750732421875,0.0021933287213324374,0.0016863385194657392,125.35644250259386,0.006130485013992235,124.59262925608554,0.00046386660397510946
15,1024,0.27703857421875,0.002285520084467274,0.000642581649816982,121.16166225729697,0.002319457975016958,120.88128320094624,0.0001780199040844288
9,568,0.2762451171875,0.002378962173180427,0.0004664300091441186,116.07122176162318,0.0016884581542463192,115.875570709381,0.00012884901253578374
1,3191,0.2760986328125,0.0027577085826628006,0.0018482267696572389,100.08256564236302,0.006694057325720439,99.41706212931469,0.000510292884229827
0,918,0.2767822265625,0.002782667677386396,0.0013418853597325462,99.43077214675735,0.004848145519502921,98.95104309054777,0.00037141001765839544
13,296,0.27574462890625,0.0028958978760110898,0.00038038174928912944,95.18617524962222,0.0013794661072159893,95.05505002978641,0.00010488822430044123
8,4727,0.27630615234375,0.00291272657929253,0.00043450858717182994,94.82912854878742,0.001572556423118804,94.68023853154223,0.00012005739588176722
8,3763,0.275439453125,0.0031565031950964856,0.0013394401097993464,87.23330939229129,0.004862902651381726,86.81115519552148,0.00036893465133682195
11,1106,0.27515869140625,0.003174743520334614,0.0019635873952814375,86.64386454522553,0.0071361738532493375,86.02993993724871,0.0005402981381474473
12,1078,0.275634765625,0.0031925529371635794,0.0011905454433824834,86.30975313338966,0.004319270544165194,85.93856123722975,0.0003281557142526425
13,609,0.27550048828125,0.0032627044832887957,0.002168148823725692,84.41342949151802,0.007869826174994394,83.75429772699782,0.000597326059602846
13,967,0.2760498046875,0.0032892003698742913,0.0014060889257794876,83.90060593727519,0.0050935874915171275,83.47541659943512,0.00038815057333468423
9,3468,0.275927734375,0.0033256935945034805,0.0012978548691408285,82.94353734016886,0.004703587221825848,82.55523160768408,0.00035811415358959095
9,3105,0.276409912109375,0.003374703279450056,0.0011714139667250232,81.88217068486114,0.004237944000783508,81.53662304239447,0.000323790431586158
1,2084,0.2759765625,0.003374443856088087,0.0013483106710433558,81.76008082677409,0.0048855807654412334,81.36257738368164,0.00037210214417661365
13,574,0.27406005859375,0.003371417616827531,0.001912534454135083,81.26516040785043,0.006978497652853695,80.70198181715874,0.0005241493045628265
11,2609,0.2743896484375,0.0034387447531024633,0.0008188725503539269,79.77035161984487,0.002984331117029477,79.53299881664569,0.00022469015120673305
12,667,0.27576904296875,0.003462990834119644,0.0012339974320878077,79.61021150878285,0.004474733436610602,79.2555639865747,0.00034029829087274977
12,426,0.27396240234375,0.0035394286583119144,0.0015368744453717771,77.38113906082096,0.00560978011013097,76.94946945757273,0.0004210458151547705
14,1055,0.27470703125,0.003562780536514591,0.0021768255005037923,77.08303820489067,0.007924142190523571,76.47702339718339,0.0005979892707926922
7,3747,0.275146484375,0.0036129513151730327,0.0031587683573507637,76.13452987587527,0.011480273441445176,75.27040504392271,0.0008691240084800564
15,386,0.27364501953125,0.003716053698475113,0.0010139186904103957,73.61879642565033,0.003705219948556963,73.34702954859947,0.0002774537998404521
9,582,0.27484130859375,0.003764340478395841,0.0019687409779175365,72.99241865926597,0.007163165627558357,72.47328054713434,0.0005410913466529948
