case_id,layer,cosine_similarity
2348,13,0.9329883303310273
2348,14,0.9550138270035444
2348,14,0.9433725083597743
2348,15,0.94927047085113
2348,15,0.9344599363329863
2348,16,0.9630982382423989
2348,16,0.9515411956266264
2348,17,0.8926527860063543
2348,17,0.8624595118451026
3472,0,0.9947748162312506
3472,0,0.9959042347817723
3472,1,0.9991489955621893
3472,1,0.9993767855106344
3472,2,0.9886050066133819
3472,2,0.996230596113292
3472,3,0.9924601428678353
3472,3,0.9961012085585614
3472,4,0.9881258007005361
3472,4,0.994639129451452
3472,5,0.9900857116456394
3472,5,0.9926172970159682
3472,6,0.9769790061540266
3472,6,0.9904383896962649
3472,7,0.9904855347925484
3472,7,0.9945227316351137
3472,8,0.9854687702069377
3472,8,0.9840256139682753
3472,9,0.9875053398718767
3472,9,0.9904880993119474
3472,10,0.9818412906578956
3472,10,0.9878480686988216
3472,11,0.9456296327471165
3472,11,0.9718578510196567
3472,12,0.9241244479298492
3472,12,0.9426293259696109
3472,13,0.944440921003768
3472,13,0.9606691666609922
3472,14,0.9530216703253594
3472,14,0.9705382549310027
3472,15,0.933294071665965
3472,15,0.9539056889691919
3472,16,0.9535867581605582
3472,16,0.9683695242189946
3472,17,0.8242493060686914
3472,17,0.8440338439058179
4876,0,0.8613151643697886
4876,0,0.9969010454144823
4876,1,0.9919650305820524
4876,1,0.998777711034707
4876,2,0.980698394352032
4876,2,0.997126679477517
4876,3,0.9211420640426712
4876,3,0.9914114602451977
4876,4,0.9388153846254135
4876,4,0.9967924333545436
4876,5,0.9759886868686181
4876,5,0.9940145893573563
4876,6,0.9672340973577018
4876,6,0.9951976229077161
4876,7,0.9848993647046227
4876,7,0.9979596639274755
4876,8,0.983604332006099
4876,8,0.99705286208255
4876,9,0.9813542026544461
4876,9,0.9947229858743071
4876,10,0.9766532434895814
4876,10,0.991357590218333
4876,11,0.9566376904963111
4876,11,0.9777319484035384
4876,12,0.944006833112462
4876,12,0.9005694966178425
4876,13,0.9645988182526063
4876,13,0.9505304538064883
4876,14,0.9698132773790248
4876,14,0.9592625496473267
4876,15,0.9675178236270875
4876,15,0.9519290156220237
4876,16,0.9747965666709948
4876,16,0.9691537891949469
4876,17,0.9299638783237362
4876,17,0.9287119111348364
6011,0,0.8641196356088385
6011,0,0.9256140368808824
