layer,neuron,mean_abs_activation,activation_std,family_mean_std,sharedness,family_sensitivity,invariance_score,prompt_sensitive_score
1,538,0.2775390625,0.0021417687694786445,0.0008930342362388559,129.52357083658998,0.0032176768578729277,129.1081425541306,0.00024785188470613555
13,1014,0.2765625,0.002482083013113053,0.000808986402626023,111.378676644915,0.0029251379976968153,111.05382887029677,0.00022373530197625948
12,2285,0.27508544921875,0.0032429145089807694,0.0009937303217253213,84.80046205199817,0.003612429200157011,84.49522901941448,0.000273360751954103
14,1185,0.27568359375,0.0033274853588673397,0.0016861617822101593,82.82553895439491,0.00611627134934942,82.32203504999846,0.0004648471397636016
18,1865,0.27603759765625,0.003373891825117118,0.0013176244877411733,81.79153939153909,0.004773334232707583,81.40297578060127,0.0003637138982091205
6,156,0.27320556640625,0.0038594107993006072,0.002831268207752545,70.77111235305496,0.010363104536596437,70.04522635009933,0.0007735182343470423
17,71,0.2748291015625,0.004069978725930738,0.0018962985575323608,67.50934359148891,0.006899893959036061,67.04672827608363,0.0005211580288608835
17,980,0.27420654296875,0.004074132111927501,0.001629124249477686,67.2877677182968,0.005941208734959376,66.89035813824133,0.0004467165285158357
18,73,0.27349853515625,0.004225378833241887,0.002287735746565828,64.7122621865064,0.008364678737968777,64.17545512155168,0.000625692375510344
14,260,0.2731689453125,0.004413411590385591,0.0004815205791825162,61.88116801511007,0.0017627143375222628,61.77228112950164,0.0001315364687615521
12,1842,0.27357177734375,0.004443745019966267,0.0012536448744022855,61.54948734175672,0.0045824913084354674,61.26872394679161,0.00034296185644811547
16,1958,0.27467041015625,0.004732157650639114,0.0030969072280577175,58.03111377859166,0.011274952956683794,57.3841106307686,0.0008506287785464685
3,2097,0.2750732421875,0.0048331828367984735,0.0023686673917431987,56.90170427431998,0.008611011241571046,56.41590627121512,0.0006515570191106109
12,490,0.2734130859375,0.0048139058821526776,0.0030078878021722287,56.78472074624661,0.01100121740933203,56.16681737709098,0.0008223958861456736
23,1111,0.27498779296875,0.004902775961983945,0.0015345456993728678,56.07674475762486,0.005580393596430148,55.7655510337348,0.00042198133508023183
14,109,0.27451171875,0.0049159034955676625,0.0022080896591005874,55.830202687007855,0.008043669776596053,55.384706398068076,0.0006061464874738038
12,595,0.274951171875,0.005045861676884917,0.0025033642067594972,54.479632983464015,0.009104726068130817,53.988086247240275,0.0006883029222784536
14,1711,0.27469482421875,0.005219572973177364,0.001325292371485948,52.617753957294894,0.00482458142658394,52.36511419992499,0.0003640509550237828
16,755,0.2738037109375,0.0051867674344790666,0.0030244875324059715,52.77871731830904,0.011046148629255528,52.20208532505145,0.0008281159100569572
18,2193,0.274237060546875,0.00527577878052947,0.002567389997876349,51.97054338506079,0.009361902548306237,51.48851294451702,0.0007040734862950577
13,2281,0.273968505859375,0.005453521096564465,0.003199750238968333,50.2277837062422,0.011679220389625128,49.6479345368961,0.0008766307920933322
12,2084,0.272723388671875,0.005536904709681694,0.0026252426194284524,49.246674142854744,0.009625991398176645,48.777145757366725,0.0007159650632563571
17,2550,0.275750732421875,0.005622258975501393,0.0029434579833990822,49.03753030461982,0.01067430459111626,48.51961713270103,0.000811660694775312
12,1833,0.273681640625,0.005617356935792116,0.0025848947133918884,48.712042284371954,0.009444861784031498,48.25626849819341,0.0007074382260039812
