fact_id,relation,position,layer,within_fact_similarity,same_relation_similarity,invariance_gap,split_eval,analysis_variant
capital:0,capital,subject,28,0.6410126686096191,0.6739540403599248,-0.03294137175030565,all,all_families
capital:0,capital,subject,29,0.6677422871192297,0.6980867437360918,-0.030344456616862137,all,all_families
capital:0,capital,subject,30,0.6573270261287689,0.6882523047354292,-0.030925278606660278,all,all_families
capital:0,capital,subject,31,0.6234769473473231,0.6283029881579911,-0.004826040810668064,all,all_families
capital:0,capital,preanswer,0,0.778425395488739,0.8334262826863457,-0.05500088719760665,all,all_families
capital:0,capital,preanswer,1,0.8308019836743673,0.8734116479754448,-0.04260966430107749,all,all_families
capital:0,capital,preanswer,2,0.801736960808436,0.8516590557992458,-0.049922094990809796,all,all_families
capital:0,capital,preanswer,3,0.7532312671343485,0.8151482749072945,-0.06191700777294595,all,all_families
capital:0,capital,preanswer,4,0.7422114809354147,0.8056071979158065,-0.06339571698039181,all,all_families
capital:0,capital,preanswer,5,0.7141208946704865,0.7842594249283567,-0.0701385302578702,all,all_families
capital:0,capital,preanswer,6,0.7026125291983286,0.774995901128825,-0.07238337193049638,all,all_families
capital:0,capital,preanswer,7,0.7250208059946696,0.7903243951937732,-0.06530358919910362,all,all_families
capital:0,capital,preanswer,8,0.7209486862023672,0.7879836866084267,-0.06703500040605948,all,all_families
capital:0,capital,preanswer,9,0.7232400675614675,0.7889660176108865,-0.06572595004941895,all,all_families
capital:0,capital,preanswer,10,0.7108502785364786,0.7789772943977047,-0.06812701586122605,all,all_families
capital:0,capital,preanswer,11,0.7172883649667104,0.783913766636568,-0.06662540166985753,all,all_families
capital:0,capital,preanswer,12,0.7346548835436503,0.7979468457839068,-0.06329196224025657,all,all_families
capital:0,capital,preanswer,13,0.7302232782046,0.7952999281970894,-0.06507664999248941,all,all_families
capital:0,capital,preanswer,14,0.7293354471524557,0.7951395180733765,-0.06580407092092078,all,all_families
capital:0,capital,preanswer,15,0.7154921889305115,0.7856814905124552,-0.0701893015819437,all,all_families
capital:0,capital,preanswer,16,0.7209250430266062,0.7889130152761936,-0.06798797224958741,all,all_families
capital:0,capital,preanswer,17,0.7335587541262308,0.7983137437087648,-0.064754989582534,all,all_families
capital:0,capital,preanswer,18,0.7360479732354482,0.800335713169154,-0.06428773993370573,all,all_families
capital:0,capital,preanswer,19,0.7309318979581197,0.7967473864555359,-0.06581548849741614,all,all_families
capital:0,capital,preanswer,20,0.7131044467290243,0.7828925837050466,-0.06978813697602226,all,all_families
capital:0,capital,preanswer,21,0.736804316441218,0.8009119627668577,-0.0641076463256397,all,all_families
capital:0,capital,preanswer,22,0.7144143283367157,0.7830435885664295,-0.06862926022971383,all,all_families
capital:0,capital,preanswer,23,0.697861909866333,0.7687177070799995,-0.07085579721366653,all,all_families
capital:0,capital,preanswer,24,0.7211506366729736,0.7846921881770387,-0.06354155150406504,all,all_families
capital:0,capital,preanswer,25,0.6883944272994995,0.7575433758251807,-0.06914894852568121,all,all_families
capital:0,capital,preanswer,26,0.672079786658287,0.7081737430656657,-0.03609395640737867,all,all_families
capital:0,capital,preanswer,27,0.651046613852183,0.640042240567067,0.011004373285115943,all,all_families
capital:0,capital,preanswer,28,0.6453900982936224,0.6417142346720485,0.003675863621573905,all,all_families
capital:0,capital,preanswer,29,0.6750417898098627,0.6638373715036056,0.01120441830625718,all,all_families
capital:0,capital,preanswer,30,0.6587467938661575,0.6487770325997296,0.009969761266427901,all,all_families
capital:0,capital,preanswer,31,0.30113782609502476,0.3798955150277299,-0.07875768893270513,all,all_families
capital:1,capital,subject,0,0.8584950665632883,0.8076480055118308,0.05084706105145753,all,all_families
capital:1,capital,subject,1,0.9018091261386871,0.8308756115901119,0.07093351454857522,all,all_families
