layer,neuron,mean_abs_activation,activation_std,family_mean_std,sharedness,family_sensitivity,invariance_score,prompt_sensitive_score
10,232,0.169049072265625,0.0011272682793853216,0.00019406876337383212,149.83056366498454,0.0011479957433493183,149.6587560500841,3.2807144404083424e-05
5,1401,0.167919921875,0.0022075497178627584,0.0006870726210678875,76.0317598996586,0.004091643932132192,75.72193271314354,0.00011537318085217114
9,880,0.16837158203125,0.0023248226118610608,0.0008035342646890743,72.39227152260058,0.004772358153537957,72.04843060734201,0.00013529233536201663
0,1652,0.16761474609375,0.0025547132111635035,0.0013068366709068353,65.5843329218627,0.007796622342246426,65.07695250003562,0.0002190450967800507
5,1457,0.166448974609375,0.0027916428946911055,0.00067180273865076,59.60267061921855,0.004036063929882522,59.363077443581695,0.00011182087698818893
9,1350,0.167938232421875,0.00292647503520003,0.0007753867430313464,57.36623896107795,0.004617067327564777,57.10259244717087,0.00013021707906803892
16,1591,0.167926025390625,0.002952682532612234,0.0010146348968865318,56.85310575409449,0.006042117964790535,56.51165566418586,0.00017038360545678193
5,501,0.1663330078125,0.0029591414910329376,0.0023235082742549098,56.19089773795181,0.013968930976965844,55.416784500301695,0.0003864761199340503
7,1688,0.16741943359375,0.0030152849786423417,0.00036803743729690706,55.50517765370667,0.002198282667156145,55.383429221202036,6.161661929354346e-05
17,1557,0.1669921875,0.003088161777508183,0.000601745973821599,54.057443257213045,0.0036034162999709135,53.86335117960141,0.00010048687648778655
10,1165,0.16705322265625,0.0032272537266908254,0.0012156266513999553,51.74724070635261,0.007276838813595084,51.37340472089309,0.00020307434966318832
15,398,0.16627197265625,0.003768771396405419,0.0013364887550243473,44.10664604617534,0.008037919414524345,43.754947305745006,0.00022222062173079388
5,630,0.166326904296875,0.003749561085446174,0.002268825440952145,44.347205793366896,0.013640678336826565,43.75042038183731,0.0003773667119835626
17,435,0.166156005859375,0.003910591573805551,0.002757080359168824,42.47785146385397,0.016593223649577833,41.784511715864234,0.00045810546031282284
11,1577,0.16644287109375,0.00403783426111677,0.0013423849757696206,41.21062176186631,0.008065091054109876,40.88091347233673,0.00022343040948020966
4,1909,0.16683349609375,0.004027783907231603,0.0025253217529912844,41.41038584727429,0.015136688227668574,40.79291619296398,0.0004213082568131334
17,764,0.1648681640625,0.003999065170722413,0.0026245968827025385,41.21636949048126,0.015919270881409844,40.57051644932576,0.00043271246945532815
