position,layer,within_fact_similarity,same_relation_similarity,global_other_similarity,invariance_gap,family_centroid_separation
subject,22,0.9041382441918056,0.8157723831633726,0.7593372549628838,0.08836586102843291,0.05320648352305094
subject,23,0.8908041233817736,0.8041689649224282,0.7359793168026953,0.08663515845934544,0.058328449726104736
subject,24,0.9012592415014903,0.8301526589939991,0.7702336509013549,0.07110658250749113,0.05068698525428772
subject,25,0.8886874382694562,0.816738170509537,0.747276937845163,0.07194926775991917,0.056964755058288574
subject,26,0.8811209852496783,0.8122701941678921,0.7368673013639636,0.06885079108178616,0.05439579486846924
subject,27,0.8759227588772773,0.8056218923379977,0.7320526858675294,0.07030086653927958,0.05348966519037882
subject,28,0.8809107646346093,0.8220066018402576,0.7525232384679839,0.05890416279435162,0.04704862833023071
subject,29,0.9005907187859218,0.8555604284008343,0.7960236291866749,0.045030290385087435,0.0359301765759786
subject,30,0.9067408243815104,0.8654995866119861,0.8112837297841906,0.041241237769524264,0.03339538971583048
subject,31,0.8489802318314711,0.8215267245347301,0.7636811166303232,0.02745350729674101,0.0779065489768982
preanswer,0,0.7842364609241486,0.838125628978014,0.8294030430028215,-0.053889168053865455,0.19460240006446838
preanswer,1,0.8380100925763448,0.8782611425966025,0.8716468799160794,-0.04025105002025764,0.1452388564745585
preanswer,2,0.8091949939727783,0.8564570606996615,0.8478278829716146,-0.04726206672688327,0.17030509312947592
preanswer,3,0.7627401014169057,0.8214388618866603,0.8090311826672405,-0.05869876046975453,0.209676722685496
preanswer,4,0.7449478765328725,0.8080997746437788,0.7946686803828925,-0.06315189811090627,0.22519957025845846
preanswer,5,0.7252231379350026,0.7932596113532782,0.7743933653691784,-0.06803647341827557,0.240707794825236
preanswer,6,0.7068896472454071,0.7795767134676377,0.7613925052108244,-0.07268706622223053,0.2578018804391225
preanswer,7,0.7163696606953939,0.7853736493736505,0.7654250458814204,-0.06900398867825663,0.24917795260747275
preanswer,8,0.7308487887183825,0.7960447813073794,0.7758352191653103,-0.06519599258899689,0.23372208078702292
preanswer,9,0.7467754751443862,0.8078037445743879,0.7884886876214295,-0.061028269430001614,0.2173628807067871
preanswer,10,0.7429825330773989,0.8050048260639111,0.7861376875080168,-0.062022292986512184,0.22176562746365866
preanswer,11,0.7415271629889806,0.8038760592540105,0.7851002702256664,-0.06234889626502993,0.2233684758345286
preanswer,12,0.7524300957719485,0.8122844953089953,0.7938633536687121,-0.05985439953704674,0.21395385265350342
preanswer,13,0.7453549231092135,0.8070681006958087,0.7882470747688786,-0.061713177586595225,0.22135580579439798
preanswer,14,0.7575366119543712,0.8164017440130313,0.7930769805796445,-0.058865132058660175,0.20820418000221252
preanswer,15,0.7624535202980042,0.8193697765469551,0.7880661912728101,-0.056916256248950914,0.2048939267794291
preanswer,16,0.7756867855787277,0.8288708899170161,0.7985546118346974,-0.05318410433828835,0.19211391607920328
preanswer,17,0.7736379479368528,0.8274762693792581,0.7984200046397746,-0.0538383214424053,0.19323347012201944
preanswer,18,0.7734700560569763,0.8275444623082876,0.7986262699821964,-0.054074406251311324,0.19498184323310852
preanswer,19,0.7755448634425799,0.8291717570275068,0.7993792017223313,-0.053626893584926894,0.19431825478871664
preanswer,20,0.7622534955541292,0.8191390798737606,0.7869235333520919,-0.05688558431963131,0.2081010341644287
preanswer,21,0.7922982588410378,0.8419897080709536,0.8076921196421608,-0.04969144922991586,0.1814613143603007
preanswer,22,0.7955293496449788,0.8443399919817846,0.8127075678436085,-0.048810642336805765,0.18034589290618896
preanswer,23,0.7982999414205552,0.8432993723700444,0.7683355928398669,-0.044999430949489216,0.17194234331448874
preanswer,24,0.8305667549371719,0.8639611151069403,0.7926368425833061,-0.03339436016976838,0.13941219449043274
preanswer,25,0.8361477285623551,0.8653068338831266,0.7752318507060408,-0.029159105320771483,0.12966646750768027
preanswer,26,0.8378765046596527,0.8278130117803812,0.7227486609946936,0.01006349287927144,0.1173664132754008
preanswer,27,0.8332617883880933,0.7733970560754339,0.6697763397009112,0.05986473231265943,0.11516864101092021
preanswer,28,0.8405651308596134,0.7883905374755462,0.6821393253281712,0.05217459338406716,0.10032155116399129
