model_name,model_variant,relation,fact_id,relation_control_fact_id,best_family,worst_family,early_layer,late_layer,baseline_best_answer_f1,projected_best_answer_f1,project_best_answer_f1_delta,baseline_best_selectivity,projected_best_selectivity,project_best_selectivity_delta,baseline_best_alignment,projected_best_alignment,project_best_alignment_delta,projected_best_control_answer_f1,project_best_control_answer_f1_delta,projected_best_control_selectivity,project_best_control_selectivity_delta,projected_best_control_alignment,project_best_control_alignment_delta,projected_best_random_answer_f1,project_best_random_answer_f1_delta,projected_best_random_selectivity,project_best_random_selectivity_delta,projected_best_random_alignment,project_best_random_alignment_delta,baseline_worst_answer_f1,patched_worst_answer_f1,patch_worst_answer_f1_delta,baseline_worst_selectivity,patched_worst_selectivity,patch_worst_selectivity_delta,baseline_worst_alignment,patched_worst_alignment,patch_worst_alignment_delta,patched_worst_control_answer_f1,patch_worst_control_answer_f1_delta,patched_worst_control_selectivity,patch_worst_control_selectivity_delta,patched_worst_control_alignment,patch_worst_control_alignment_delta,patched_worst_random_answer_f1,patch_worst_random_answer_f1_delta,patched_worst_random_selectivity,patch_worst_random_selectivity_delta,patched_worst_random_alignment,patch_worst_random_alignment_delta
smollm2_360m_base,base,official_language,official_language:8,official_language:9,qa,chat_template,0,26,0.25,0.2222222222222222,-0.02777777777777779,0.0,0.0,0.0,0.04345780611038208,0.04338878393173218,-6.902217864990234e-05,0.2222222222222222,-0.02777777777777779,0.0,0.0,0.042720139026641846,-0.0007376670837402344,0.25,0.0,0.0,0.0,0.043276429176330566,-0.00018137693405151367,0.25,0.25,0.0,0.0,0.0,0.0,0.03548908233642578,0.03517282009124756,-0.00031626224517822266,0.25,0.0,0.0,0.0,0.03537094593048096,-0.00011813640594482422,0.25,0.0,0.0,0.0,0.03602510690689087,0.0005360245704650879
smollm2_360m_base,base,official_language,official_language:9,official_language:0,qa,chat_template,0,26,0.2857142857142857,0.25,-0.0357142857142857,0.2857142857142857,0.25,-0.0357142857142857,0.06447595357894897,0.05080205202102661,-0.013673901557922363,0.25,-0.0357142857142857,0.25,-0.0357142857142857,0.05117952823638916,-0.013296425342559814,0.2857142857142857,0.0,0.2857142857142857,0.0,0.0643804669380188,-9.548664093017578e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.03342980146408081,0.033704161643981934,0.00027436017990112305,0.0,0.0,0.0,0.0,0.032707929611206055,-0.0007218718528747559,0.0,0.0,0.0,0.0,0.032341182231903076,-0.0010886192321777344
smollm2_360m_base,base,official_language,official_language:10,official_language:11,qa,chat_template,0,26,0.0,0.0,0.0,0.0,0.0,0.0,0.04830336570739746,0.033397138118743896,-0.014906227588653564,0.0,0.0,0.0,0.0,0.03344792127609253,-0.014855444431304932,0.0,0.0,0.0,0.0,0.048711180686950684,0.00040781497955322266,0.0,0.0,0.0,0.0,0.0,0.0,0.03611743450164795,0.03411811590194702,-0.0019993185997009277,0.0,0.0,0.0,0.0,0.03417348861694336,-0.0019439458847045898,0.0,0.0,0.0,0.0,0.03772205114364624,0.001604616641998291
smollm2_360m_base,base,official_language,official_language:11,official_language:2,qa,chat_template,0,26,0.25,0.25,0.0,0.0,0.0,0.0,0.030927836894989014,0.03194373846054077,0.0010159015655517578,0.25,0.0,0.0,0.0,0.032029151916503906,0.0011013150215148926,0.25,0.0,0.0,0.0,0.030935466289520264,7.62939453125e-06,0.4,0.4,0.0,0.0,0.0,0.0,0.030063092708587646,0.029501676559448242,-0.0005614161491394043,0.4,0.0,0.0,0.0,0.029919981956481934,-0.0001431107521057129,0.4,0.0,0.0,0.0,0.029890477657318115,-0.00017261505126953125
smollm2_360m_base,base,currency,currency:0,currency:1,qa,chat_template,0,26,0.5,0.5,0.0,0.5,0.5,0.0,0.029641330242156982,0.0266420841217041,-0.002999246120452881,0.5,0.0,0.5,0.0,0.026584744453430176,-0.0030565857887268066,0.5,0.0,0.5,0.0,0.029349982738494873,-0.0002913475036621094,0.0,0.0,0.0,0.0,0.0,0.0,0.011119067668914795,0.00979459285736084,-0.001324474811553955,0.0,0.0,0.0,0.0,0.01069110631942749,-0.0004279613494873047,0.0,0.0,0.0,0.0,0.006676852703094482,-0.0044422149658203125
smollm2_360m_base,base,currency,currency:1,currency:10,qa,chat_template,0,26,0.5,0.5,0.0,0.5,0.5,0.0,0.024668395519256592,0.02313375473022461,-0.0015346407890319824,0.5,0.0,0.5,0.0,0.0228155255317688,-0.001852869987487793,0.5,0.0,0.5,0.0,0.02470231056213379,3.3915042877197266e-05,0.5,0.5,0.0,0.5,0.5,0.0,0.00763547420501709,0.006879210472106934,-0.0007562637329101562,0.5,0.0,0.5,0.0,0.008078277111053467,0.00044280290603637695,0.5,0.0,0.5,0.0,0.004449009895324707,-0.003186464309692383
smollm2_360m_base,base,currency,currency:2,currency:3,qa,chat_template,0,26,0.8,0.8,0.0,0.8,0.8,0.0,0.024881601333618164,0.024615824222564697,-0.0002657771110534668,0.8,0.0,0.8,0.0,0.027528464794158936,0.0026468634605407715,0.8,0.0,0.8,0.0,0.024741947650909424,-0.00013965368270874023,0.8,0.8,0.0,0.8,0.8,0.0,0.008976757526397705,0.008640885353088379,-0.00033587217330932617,0.8,0.0,0.8,0.0,0.009295463562011719,0.00031870603561401367,0.8,0.0,0.8,0.0,0.008159220218658447,-0.0008175373077392578
smollm2_360m_base,base,currency,currency:3,currency:4,qa,chat_template,0,26,0.6666666666666666,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666,0.0,0.02375417947769165,-0.006308913230895996,-0.030063092708587646,0.6666666666666666,0.0,0.6666666666666666,0.0,0.0028243064880371094,-0.02092987298965454,0.6666666666666666,0.0,0.6666666666666666,0.0,0.02363961935043335,-0.00011456012725830078,0.6666666666666666,0.0,-0.6666666666666666,0.6666666666666666,0.0,-0.6666666666666666,0.015713930130004883,0.0081825852394104,-0.007531344890594482,0.0,-0.6666666666666666,0.0,-0.6666666666666666,-0.006458938121795654,-0.022172868251800537,0.6666666666666666,0.0,0.6666666666666666,0.0,-0.0054038166999816895,-0.021117746829986572
smollm2_360m_base,base,currency,currency:4,currency:5,qa,chat_template,0,26,0.4,0.4,0.0,0.4,0.4,0.0,0.041930973529815674,0.0388985276222229,-0.0030324459075927734,0.4,0.0,0.4,0.0,0.038764774799346924,-0.00316619873046875,0.4,0.0,0.4,0.0,0.042061686515808105,0.00013071298599243164,0.4,0.4,0.0,0.4,0.4,0.0,0.0066378116607666016,0.0067252516746521,8.744001388549805e-05,0.4,0.0,0.4,0.0,0.005115330219268799,-0.0015224814414978027,0.4,0.0,0.4,0.0,0.006915032863616943,0.0002772212028503418
smollm2_360m_base,base,currency,currency:5,currency:6,qa,chat_template,0,26,0.0,0.0,0.0,0.0,0.0,0.0,0.025781571865081787,0.021832048892974854,-0.003949522972106934,0.0,0.0,0.0,0.0,0.023333966732025146,-0.0024476051330566406,0.0,0.0,0.0,0.0,0.026408731937408447,0.0006271600723266602,0.0,0.0,0.0,0.0,0.0,0.0,0.012270689010620117,0.007024705410003662,-0.005245983600616455,0.0,0.0,0.0,0.0,0.0002320408821105957,-0.012038648128509521,0.0,0.0,0.0,0.0,0.005224049091339111,-0.007046639919281006
smollm2_360m_base,base,currency,currency:6,currency:7,qa,chat_template,0,26,0.8,0.8,0.0,0.8,0.8,0.0,0.03517806529998779,0.0324665904045105,-0.002711474895477295,0.8,0.0,0.8,0.0,0.03239905834197998,-0.0027790069580078125,0.8,0.0,0.8,0.0,0.03490632772445679,-0.00027173757553100586,0.8,0.8,0.0,0.8,0.8,0.0,0.007368743419647217,0.007826268672943115,0.00045752525329589844,0.8,0.0,0.8,0.0,0.008943259716033936,0.0015745162963867188,0.8,0.0,0.8,0.0,0.0077471137046813965,0.0003783702850341797
smollm2_360m_base,base,currency,currency:7,currency:8,qa,chat_template,0,26,0.4,0.6666666666666666,0.2666666666666666,0.4,0.6666666666666666,0.2666666666666666,0.051302313804626465,0.03856724500656128,-0.012735068798065186,0.4,0.0,0.4,0.0,0.04338538646697998,-0.007916927337646484,0.4,0.0,0.4,0.0,0.05143195390701294,0.0001296401023864746,0.6666666666666666,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666,0.0,0.002110898494720459,0.002423524856567383,0.00031262636184692383,0.6666666666666666,0.0,0.6666666666666666,0.0,0.004623889923095703,0.002512991428375244,0.6666666666666666,0.0,0.6666666666666666,0.0,-0.0013988614082336426,-0.0035097599029541016
smollm2_360m_base,base,currency,currency:8,currency:9,qa,chat_template,0,26,0.4444444444444445,0.3636363636363636,-0.08080808080808088,0.4444444444444445,0.3636363636363636,-0.08080808080808088,0.028373241424560547,0.02918219566345215,0.0008089542388916016,0.3636363636363636,-0.08080808080808088,0.3636363636363636,-0.08080808080808088,0.028432846069335938,5.9604644775390625e-05,0.4444444444444445,0.0,0.4444444444444445,0.0,0.028812944889068604,0.00043970346450805664,0.5,0.5,0.0,0.5,0.5,0.0,0.026125669479370117,0.02482360601425171,-0.0013020634651184082,0.5,0.0,0.5,0.0,0.025297701358795166,-0.0008279681205749512,0.5,0.0,0.5,0.0,0.025892138481140137,-0.00023353099822998047
smollm2_360m_base,base,currency,currency:9,currency:0,qa,chat_template,0,26,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,0.0,0.038177490234375,0.03287714719772339,-0.005300343036651611,0.6666666666666666,0.0,0.0,0.0,0.03343695402145386,-0.004740536212921143,0.6666666666666666,0.0,0.0,0.0,0.03868269920349121,0.0005052089691162109,0.4,0.4,0.0,0.0,0.0,0.0,0.02102196216583252,0.020956575870513916,-6.538629531860352e-05,0.4,0.0,0.0,0.0,0.021449804306030273,0.0004278421401977539,0.4,0.0,0.0,0.0,0.020998835563659668,-2.3126602172851562e-05
smollm2_360m_base,base,currency,currency:10,currency:11,qa,chat_template,0,26,0.0,0.0,0.0,0.0,0.0,0.0,0.03761887550354004,0.0319480299949646,-0.0056708455085754395,0.0,0.0,0.0,0.0,0.03404182195663452,-0.0035770535469055176,0.0,0.0,0.0,0.0,0.03786712884902954,0.00024825334548950195,0.0,0.0,0.0,0.0,0.0,0.0,0.00550609827041626,0.004648983478546143,-0.0008571147918701172,0.0,0.0,0.0,0.0,0.005197644233703613,-0.0003084540367126465,0.0,0.0,0.0,0.0,0.0032544732093811035,-0.0022516250610351562
smollm2_360m_base,base,currency,currency:11,currency:2,qa,chat_template,0,26,0.5,0.5714285714285715,0.07142857142857151,0.5,0.5714285714285715,0.07142857142857151,0.02854287624359131,0.030334413051605225,0.001791536808013916,0.5714285714285715,0.07142857142857151,0.5714285714285715,0.07142857142857151,0.02993983030319214,0.00139695405960083,0.5,0.0,0.5,0.0,0.028700292110443115,0.00015741586685180664,0.6666666666666666,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666,0.0,0.01810401678085327,0.017076551914215088,-0.0010274648666381836,0.6666666666666666,0.0,0.6666666666666666,0.0,0.017189741134643555,-0.0009142756462097168,0.6666666666666666,0.0,0.6666666666666666,0.0,0.016749799251556396,-0.001354217529296875
smollm2_360m_base,base,headquarters,headquarters:0,headquarters:1,qa,chat_template,0,26,1.0,0.0,-1.0,1.0,0.0,-1.0,0.014966607093811035,0.005728423595428467,-0.009238183498382568,0.0,-1.0,0.0,-1.0,0.011695146560668945,-0.00327146053314209,1.0,0.0,1.0,0.0,0.014919877052307129,-4.673004150390625e-05,0.2857142857142857,0.0,-0.2857142857142857,0.2857142857142857,0.0,-0.2857142857142857,0.0025840401649475098,0.002417623996734619,-0.00016641616821289062,0.0,-0.2857142857142857,0.0,-0.2857142857142857,0.0023883581161499023,-0.00019568204879760742,0.0,-0.2857142857142857,0.0,-0.2857142857142857,0.0024043917655944824,-0.00017964839935302734
smollm2_360m_base,base,headquarters,headquarters:1,headquarters:10,qa,chat_template,0,26,1.0,0.5,-0.5,1.0,0.5,-0.5,0.020678579807281494,0.01457887887954712,-0.006099700927734375,0.5,-0.5,0.5,-0.5,0.014946222305297852,-0.005732357501983643,1.0,0.0,1.0,0.0,0.02032935619354248,-0.00034922361373901367,0.5,0.5,0.0,0.5,0.5,0.0,0.004253745079040527,0.004644870758056641,0.0003911256790161133,0.5,0.0,0.5,0.0,0.004321753978729248,6.80088996887207e-05,0.5,0.0,0.5,0.0,0.005616307258605957,0.0013625621795654297
