model_name,model_variant,relation,fact_id,relation_control_fact_id,best_family,worst_family,early_layer,late_layer,baseline_best_answer_f1,projected_best_answer_f1,project_best_answer_f1_delta,baseline_best_selectivity,projected_best_selectivity,project_best_selectivity_delta,baseline_best_alignment,projected_best_alignment,project_best_alignment_delta,projected_best_control_answer_f1,project_best_control_answer_f1_delta,projected_best_control_selectivity,project_best_control_selectivity_delta,projected_best_control_alignment,project_best_control_alignment_delta,projected_best_random_answer_f1,project_best_random_answer_f1_delta,projected_best_random_selectivity,project_best_random_selectivity_delta,projected_best_random_alignment,project_best_random_alignment_delta,baseline_worst_answer_f1,patched_worst_answer_f1,patch_worst_answer_f1_delta,baseline_worst_selectivity,patched_worst_selectivity,patch_worst_selectivity_delta,baseline_worst_alignment,patched_worst_alignment,patch_worst_alignment_delta,patched_worst_control_answer_f1,patch_worst_control_answer_f1_delta,patched_worst_control_selectivity,patch_worst_control_selectivity_delta,patched_worst_control_alignment,patch_worst_control_alignment_delta,patched_worst_random_answer_f1,patch_worst_random_answer_f1_delta,patched_worst_random_selectivity,patch_worst_random_selectivity_delta,patched_worst_random_alignment,patch_worst_random_alignment_delta
smollm2_360m_base,base,headquarters,headquarters:2,headquarters:3,qa,chat_template,0,26,0.6666666666666666,0.36363636363636365,-0.303030303030303,0.6666666666666666,0.36363636363636365,-0.303030303030303,0.009716689586639404,-0.0031825900077819824,-0.012899279594421387,0.36363636363636365,-0.303030303030303,0.36363636363636365,-0.303030303030303,-0.0025641322135925293,-0.012280821800231934,0.6666666666666666,0.0,0.6666666666666666,0.0,0.009534657001495361,-0.00018203258514404297,0.4,0.4,0.0,0.4,0.4,0.0,0.00913625955581665,0.008926630020141602,-0.00020962953567504883,0.4,0.0,0.4,0.0,0.009872376918792725,0.0007361173629760742,0.4,0.0,0.4,0.0,0.007314205169677734,-0.001822054386138916
smollm2_360m_base,base,headquarters,headquarters:3,headquarters:4,qa,chat_template,0,26,0.6,0.6,0.0,0.6,0.6,0.0,0.009004473686218262,0.0001277923583984375,-0.008876681327819824,0.6,0.0,0.6,0.0,0.001721203327178955,-0.007283270359039307,0.6,0.0,0.6,0.0,0.008900463581085205,-0.00010401010513305664,0.6,0.6,0.0,0.6,0.6,0.0,0.0014516711235046387,0.0012694597244262695,-0.00018221139907836914,0.6,0.0,0.6,0.0,0.0014222264289855957,-2.944469451904297e-05,0.6,0.0,0.6,0.0,0.001733541488647461,0.00028187036514282227
smollm2_360m_base,base,headquarters,headquarters:4,headquarters:5,qa,chat_template,0,26,0.0,0.0,0.0,0.0,0.0,0.0,0.01968860626220703,0.016798734664916992,-0.002889871597290039,0.0,0.0,0.0,0.0,0.016471445560455322,-0.003217160701751709,0.0,0.0,0.0,0.0,0.019754230976104736,6.562471389770508e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.008759617805480957,0.008514761924743652,-0.0002448558807373047,0.0,0.0,0.0,0.0,0.008671879768371582,-8.7738037109375e-05,0.0,0.0,0.0,0.0,0.00900501012802124,0.0002453923225402832
smollm2_360m_base,base,headquarters,headquarters:5,headquarters:6,qa,chat_template,0,26,0.5,0.4444444444444445,-0.055555555555555525,0.25,0.22222222222222224,-0.027777777777777762,0.01715981960296631,0.013807117938995361,-0.0033527016639709473,0.5,0.0,0.25,0.0,0.019284844398498535,0.0021250247955322266,0.5,0.0,0.25,0.0,0.01709359884262085,-6.622076034545898e-05,0.5,0.5,0.0,0.25,0.25,0.0,0.004791676998138428,0.004396259784698486,-0.0003954172134399414,0.5,0.0,0.25,0.0,0.004318654537200928,-0.0004730224609375,0.5,0.0,0.25,0.0,0.002722024917602539,-0.0020696520805358887
smollm2_360m_base,base,headquarters,headquarters:6,headquarters:7,qa,chat_template,0,26,0.5,0.5,0.0,0.5,0.5,0.0,0.017786800861358643,0.021313726902008057,0.003526926040649414,0.5,0.0,0.5,0.0,0.017577826976776123,-0.00020897388458251953,0.5,0.0,0.5,0.0,0.01761341094970703,-0.00017338991165161133,0.0,0.0,0.0,0.0,0.0,0.0,0.0010454654693603516,0.0002105236053466797,-0.0008349418640136719,0.0,0.0,0.0,0.0,0.0012268424034118652,0.00018137693405151367,0.0,0.0,0.0,0.0,0.000554203987121582,-0.0004912614822387695
smollm2_360m_base,base,headquarters,headquarters:7,headquarters:8,qa,chat_template,0,26,0.0,0.0,0.0,0.0,0.0,0.0,0.022838890552520752,0.0024099349975585938,-0.020428955554962158,0.0,0.0,0.0,0.0,0.006574451923370361,-0.01626443862915039,0.0,0.0,0.0,0.0,0.0227239727973938,-0.00011491775512695312,0.0,0.0,0.0,0.0,0.0,0.0,0.00885319709777832,-0.007459104061126709,-0.01631230115890503,0.0,0.0,0.0,0.0,-0.014701545238494873,-0.023554742336273193,0.0,0.0,0.0,0.0,-0.013790786266326904,-0.022643983364105225
smollm2_360m_base,base,headquarters,headquarters:8,headquarters:9,qa,chat_template,0,26,0.5,0.19999999999999998,-0.30000000000000004,0.5,0.19999999999999998,-0.30000000000000004,0.032126665115356445,0.0428127646446228,0.010686099529266357,0.19999999999999998,-0.30000000000000004,0.19999999999999998,-0.30000000000000004,0.041260719299316406,0.009134054183959961,0.5,0.0,0.5,0.0,0.031707763671875,-0.0004189014434814453,0.25,0.25,0.0,0.25,0.25,0.0,0.02778947353363037,0.02882164716720581,0.0010321736335754395,0.25,0.0,0.25,0.0,0.027716338634490967,-7.31348991394043e-05,0.25,0.0,0.25,0.0,0.029904603958129883,0.0021151304244995117
smollm2_360m_base,base,headquarters,headquarters:9,headquarters:0,qa,chat_template,0,26,0.6666666666666666,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666,0.0,0.013917684555053711,0.010993242263793945,-0.0029244422912597656,0.6666666666666666,0.0,0.6666666666666666,0.0,0.012549877166748047,-0.001367807388305664,0.6666666666666666,0.0,0.6666666666666666,0.0,0.013521969318389893,-0.00039571523666381836,0.2857142857142857,0.0,-0.2857142857142857,0.2857142857142857,0.0,-0.2857142857142857,0.006643712520599365,0.006190478801727295,-0.0004532337188720703,0.0,-0.2857142857142857,0.0,-0.2857142857142857,0.005648255348205566,-0.0009954571723937988,0.0,-0.2857142857142857,0.0,-0.2857142857142857,0.0074103474617004395,0.0007666349411010742
smollm2_360m_base,base,headquarters,headquarters:10,headquarters:11,qa,chat_template,0,26,0.0,0.0,0.0,0.0,0.0,0.0,0.015108585357666016,0.01163637638092041,-0.0034722089767456055,0.0,0.0,0.0,0.0,0.009353041648864746,-0.0057555437088012695,0.0,0.0,0.0,0.0,0.015509247779846191,0.0004006624221801758,0.0,0.0,0.0,0.0,0.0,0.0,0.002586185932159424,0.001976609230041504,-0.0006095767021179199,0.0,0.0,0.0,0.0,0.0016046762466430664,-0.0009815096855163574,0.0,0.0,0.0,0.0,0.001652538776397705,-0.0009336471557617188
smollm2_360m_base,base,headquarters,headquarters:11,headquarters:2,qa,chat_template,0,26,0.8,0.2,-0.6000000000000001,0.8,0.2,-0.6000000000000001,0.03073948621749878,0.037622272968292236,0.006882786750793457,0.2,-0.6000000000000001,0.2,-0.6000000000000001,0.03241199254989624,0.001672506332397461,0.4,-0.4,0.4,-0.4,0.030459344387054443,-0.00028014183044433594,0.0,0.0,0.0,-0.25,-0.25,0.0,0.02429819107055664,0.021398067474365234,-0.0029001235961914062,0.0,0.0,-0.2857142857142857,-0.0357142857142857,0.02252262830734253,-0.0017755627632141113,0.0,0.0,-0.25,0.0,0.024534404277801514,0.00023621320724487305
smollm2_360m_base,base,birth_place,birth_place:0,birth_place:1,qa,chat_template,0,26,0.6666666666666666,0.0,-0.6666666666666666,0.6666666666666666,0.0,-0.6666666666666666,0.02650284767150879,0.004131495952606201,-0.022371351718902588,0.6666666666666666,0.0,0.6666666666666666,0.0,0.026614725589752197,0.0001118779182434082,0.6666666666666666,0.0,0.6666666666666666,0.0,0.02681887149810791,0.0003160238265991211,0.0,0.0,0.0,0.0,0.0,0.0,0.009193778038024902,0.0017437934875488281,-0.007449984550476074,0.0,0.0,0.0,0.0,-0.009621620178222656,-0.01881539821624756,0.0,0.0,0.0,0.0,-0.002566218376159668,-0.01175999641418457
smollm2_360m_base,base,birth_place,birth_place:1,birth_place:10,qa,chat_template,0,26,0.5,0.0,-0.5,0.5,0.0,-0.5,0.07579094171524048,-0.024745523929595947,-0.10053646564483643,0.5,0.0,0.5,0.0,0.07547932863235474,-0.0003116130828857422,0.5,0.0,0.5,0.0,0.07460135221481323,-0.001189589500427246,0.0,0.0,0.0,0.0,0.0,0.0,0.00914841890335083,0.011369884014129639,0.0022214651107788086,0.0,0.0,0.0,0.0,0.005736947059631348,-0.0034114718437194824,0.0,0.0,0.0,0.0,0.0013686418533325195,-0.0077797770500183105
smollm2_360m_base,base,birth_place,birth_place:2,birth_place:3,qa,chat_template,0,26,0.4444444444444445,0.0,-0.4444444444444445,0.4444444444444445,0.0,-0.4444444444444445,0.04803001880645752,-0.019482910633087158,-0.06751292943954468,0.4444444444444445,0.0,0.4444444444444445,0.0,0.04855811595916748,0.0005280971527099609,0.4444444444444445,0.0,0.4444444444444445,0.0,0.04837453365325928,0.0003445148468017578,0.0,0.0,0.0,0.0,0.0,0.0,-0.0008124709129333496,0.00021570920944213867,0.0010281801223754883,0.0,0.0,0.0,0.0,-0.019364356994628906,-0.018551886081695557,0.0,0.0,0.0,0.0,-0.014012813568115234,-0.013200342655181885
smollm2_360m_base,base,birth_place,birth_place:3,birth_place:4,qa,chat_template,0,26,0.0,0.0,0.0,0.0,0.0,0.0,0.041790008544921875,0.030508041381835938,-0.011281967163085938,0.0,0.0,0.0,0.0,0.04215967655181885,0.00036966800689697266,0.0,0.0,0.0,0.0,0.04170912504196167,-8.088350296020508e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.015481412410736084,0.01433253288269043,-0.0011488795280456543,0.0,0.0,0.0,0.0,0.013221561908721924,-0.00225985050201416,0.0,0.0,0.0,0.0,0.006939232349395752,-0.008542180061340332
smollm2_360m_base,base,birth_place,birth_place:4,birth_place:5,qa,chat_template,0,26,0.33333333333333337,0.0,-0.33333333333333337,0.33333333333333337,0.0,-0.33333333333333337,0.06068587303161621,-0.014517068862915039,-0.07520294189453125,0.0,-0.33333333333333337,0.0,-0.33333333333333337,0.06104212999343872,0.00035625696182250977,0.33333333333333337,0.0,0.33333333333333337,0.0,0.0603756308555603,-0.0003102421760559082,0.0,0.0,0.0,0.0,0.0,0.0,0.011857151985168457,0.01364588737487793,0.0017887353897094727,0.0,0.0,0.0,0.0,9.196996688842773e-05,-0.01176518201828003,0.0,0.0,0.0,0.0,0.0003393888473510742,-0.011517763137817383
smollm2_360m_base,base,birth_place,birth_place:5,birth_place:6,qa,chat_template,0,26,0.0,0.0,0.0,-0.6666666666666666,0.0,0.6666666666666666,0.030289053916931152,-0.00032466650009155273,-0.030613720417022705,0.0,0.0,-0.6666666666666666,0.0,0.022836744785308838,-0.0074523091316223145,0.0,0.0,-0.6666666666666666,0.0,0.028524160385131836,-0.0017648935317993164,0.0,0.0,0.0,0.0,0.0,0.0,0.013011813163757324,0.01217198371887207,-0.0008398294448852539,0.0,0.0,0.0,0.0,0.0019249320030212402,-0.011086881160736084,0.0,0.0,0.0,0.0,-0.0013447999954223633,-0.014356613159179688
smollm2_360m_base,base,birth_place,birth_place:6,birth_place:7,qa,chat_template,0,26,0.0,0.0,0.0,0.0,0.0,0.0,0.05552327632904053,-0.007949531078338623,-0.06347280740737915,0.0,0.0,0.0,0.0,0.055124104022979736,-0.000399172306060791,0.0,0.0,0.0,0.0,0.05614393949508667,0.0006206631660461426,0.0,0.0,0.0,0.0,0.0,0.0,0.013994693756103516,0.0029255151748657227,-0.011069178581237793,0.0,0.0,0.0,0.0,-0.007790565490722656,-0.021785259246826172,0.0,0.0,0.0,0.0,-0.017397820949554443,-0.03139251470565796
smollm2_360m_base,base,birth_place,birth_place:7,birth_place:8,qa,chat_template,0,26,0.0,0.6666666666666666,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666,0.12814617156982422,0.025085508823394775,-0.10306066274642944,0.0,0.0,0.0,0.0,0.1277065873146057,-0.00043958425521850586,0.0,0.0,0.0,0.0,0.12759661674499512,-0.0005495548248291016,0.0,0.0,0.0,0.0,0.0,0.0,-0.013178050518035889,-0.020529985427856445,-0.007351934909820557,0.0,0.0,0.0,0.0,-0.020580172538757324,-0.0074021220207214355,0.0,0.0,0.0,0.0,-0.03496575355529785,-0.021787703037261963
smollm2_360m_base,base,birth_place,birth_place:8,birth_place:9,qa,chat_template,0,26,0.0,0.0,0.0,0.0,0.0,0.0,0.02895599603652954,0.003990530967712402,-0.02496546506881714,0.0,0.0,0.0,0.0,0.02825164794921875,-0.000704348087310791,0.0,0.0,0.0,0.0,0.02855849266052246,-0.0003975033760070801,0.0,0.0,0.0,0.0,0.0,0.0,0.013815164566040039,0.014393389225006104,0.0005782246589660645,0.0,0.0,0.0,0.0,0.008565068244934082,-0.005250096321105957,0.0,0.0,0.0,0.0,0.0069999098777771,-0.0068152546882629395
smollm2_360m_base,base,birth_place,birth_place:9,birth_place:0,qa,chat_template,0,26,0.0,0.0,0.0,0.0,0.0,0.0,0.04524439573287964,-0.002584099769592285,-0.047828495502471924,0.0,0.0,0.0,0.0,0.04613298177719116,0.0008885860443115234,0.0,0.0,0.0,0.0,0.04444199800491333,-0.0008023977279663086,0.0,0.0,0.0,0.0,0.0,0.0,0.02084583044052124,0.013308584690093994,-0.007537245750427246,0.0,0.0,0.0,0.0,-0.005696713924407959,-0.0265425443649292,0.0,0.0,0.0,0.0,-0.009128272533416748,-0.02997410297393799
smollm2_360m_base,base,birth_place,birth_place:10,birth_place:11,qa,chat_template,0,26,0.6,0.0,-0.6,0.6,0.0,-0.6,0.09957242012023926,-0.03805196285247803,-0.13762438297271729,0.6,0.0,0.6,0.0,0.09744882583618164,-0.002123594284057617,0.6,0.0,0.6,0.0,0.09637033939361572,-0.003202080726623535,0.0,0.0,0.0,0.0,0.0,0.0,0.0028514862060546875,0.0033699870109558105,0.000518500804901123,0.0,0.0,0.0,0.0,-0.00868004560470581,-0.011531531810760498,0.0,0.0,0.0,0.0,-0.01301264762878418,-0.015864133834838867
smollm2_360m_base,base,birth_place,birth_place:11,birth_place:2,qa,chat_template,0,26,0.0,0.0,0.0,0.0,0.0,0.0,0.03187108039855957,0.009378194808959961,-0.02249288558959961,0.0,0.0,0.0,0.0,0.031671106815338135,-0.00019997358322143555,0.0,0.0,0.0,0.0,0.031109154224395752,-0.0007619261741638184,0.0,0.0,0.0,0.0,0.0,0.0,0.01733607053756714,0.014337778091430664,-0.0029982924461364746,0.0,0.0,0.0,0.0,0.010874748229980469,-0.00646132230758667,0.0,0.0,0.0,0.0,0.012035191059112549,-0.00530087947845459
